Unnamed: 0.1,Unnamed: 0,Job_Role,Skills/Description,lda_topic,lda_score
82,82,Staff Data Scientist,"['it_skills', 'data_science', 'machine_learning', 'big_data', 'text_mining', 'computer_vision', 'publishing', 'web_analytics']",6,0.40600142
83,83,Data Scientist,"['health_insurance', 'data_analysis', 'statistical_modeling', 'data_science', 'machine_learning', 'scala', 'programming', 'information_retrieval']",6,0.4897685
84,84,Data Scientist / Machine learning Engineer- Python/NLP,"['machine_learning', 'it_skills', 'data_science', 'python', 'nlp']",6,0.5187246
85,85,Senior/ Lead Data Scientist - Market Mix Modelling ( MMM),"['data_scientist', 'market_mix_modelling', 'it_skills', 'python', 'data_science', 'cloud', 'aws', 'digital_marketing']",1,0.494388
86,86,Data Scientist-Client Engineering,"['consulting', 'machine_learning', 'healthcare', 'presales', 'python', 'automation', 'data_science', 'analytical']",5,0.34208918
87,87,Sr. Data Scientist,"['python', 'machine_learning', 'artificial_intelligence']",6,0.71740496
88,88,Sr Data Scientist,"['supply_chain', 'computer_science', 'data_analysis', 'simulation', 'machine_learning', 'open_source', 'data_mining', 'sql']",5,0.47546673
89,89,Senior Data Scientist -Python+ML(5-7 years),"['python', 'web_framework', 'machine_learning', 'tensorflow', 'django', 'neural_networks', 'flask', 'artificial_intelligence']",6,0.48805526
90,90,Hiring Senior Data Scientist - AI ( Remote) || Hanu,"['data_science', 'artificial_intelligence', 'azure', 'it_skills', 'python', 'machine_learning', 'cloud', 'big_data']",1,0.88693833
91,91,Senior Data Scientist,"['statistics', 'supply_chain', 'gcp', 'aws']",0,0.39273095
92,92,Data Scientist Opportunity with PayU - Diversity Hiring,"['python', 'django', 'pytorch', 'text_mining', 'predictive_analytics', 'pattern_recognition', 'natural_language_processing', 'data_mining']",6,0.44450268
93,93,Data Scientist 1,"['data_analysis', 'sales_operations', 'consulting', 'machine_learning', 'data_mining', 'operations', 'analytics', 'financial_services']",5,0.7933824
94,94,Data Scientist: Advanced Analytics,"['ivr', 'enterprise_applications', 'open_source', 'lex', 'python', 'aws_services', 'dynamo_db', 'analytical']",4,0.64163405
95,95,Data Scientist: Advanced Analytics,"['interpersonal_skills', 'javascript', 'open_source', 'lex', 'python', 'advanced_analytics', 'architecture', 'investigation']",4,0.33672664
97,97,Data Scientist: Artificial Intelligence,"['ivr', 'enterprise_applications', 'artificial_intelligence', 'open_source', 'python', 'it_skills', 'java', 'aws']",1,0.4835642
98,98,Data Scientist,"['cloud', 'hive', 'python', 'hadoop', 'big_data']",7,0.5309023
99,99,Associate Data Scientist,"['economics', 'stats_graduate', 'data_scientist', 'machine_learning_eng']",0,0.58863956
100,100,Digital-Associate Process Manager - Data Scientist APM,"['data_scientist', 'it_skills', 'project_management', 'bpo', 'project_management', 'auditing', 'travel', 'story_telling']",1,0.7785645
101,101,Data Scientist,"['data_science', 'azure', 'nlp', 'algorithms', 'data_scientist', 'cloud', 'aws', 'python']",1,0.451
102,102,Data Scientist,"['data_mining', '-', 'r', 'tableau', 'communication', 'sql', 'c++', 'python']",4,0.6571161
103,103,Data Scientist,"['data_analysis', 'analytics', 'data_modeling', 'it_skills', 'machine_learning', 'tableau_analytics', 'r', 'sql']",4,0.70216644
104,104,Data Scientist,"['sql', 'analytical', 'python', 'tableau', 'communication', 'data_mining', 'hadoop', 'r']",4,0.73016423
105,105,Lead Data Scientist,"['supply_chain', 'computer_science', 'data_analysis', 'simulation', 'machine_learning', 'open_source', 'data_mining', 'sql']",5,0.47525477
106,106,Lead Data Scientist,"['r', 'python', 'sql', 'data_science', 'data_manipulation', 'artificial_intelligence', 'linear_regression', 'machine_learning']",6,0.53977764
107,107,Data Scientist,"['python', 'it_skills', 'testing', 'data_science', 'cloud', 'aws', 'azure', 'pytorch']",1,0.73596156
108,108,Junior Data Scientist,"['data_analysis', 'data_mining', 'artificial_neural_networks', 'python', 'r', 'predictive_modeling', 'segmentation', 'machine_learning']",4,0.49882346
110,110,Assistant Manager/Manager/Senior Manager - Data Scientist,"['machine_learning', 'data_science', 'sas', 'data_scientist', 'statistics', 'analytics', 'sql']",4,0.48120755
111,111,Data Scientist (freelance),"['it_skills', 'java', 'python', 'machine_learning', 'javascript', 'data_scientist']",1,0.61648923
112,112,Data Scientist,"['training', 'deep_learning', 'backend', 'linux', 'artificial_intelligence', 'machine_learning', 'transformers', 'deployment']",6,0.5929013
113,113,Data Scientist,"['python', 'sql', 'hadoop_administration', 'hive', 'periscope', 'spark', 'machine_learning']",7,0.7257633
114,114,Data Scientist II,"['aws_services', 'data_science', 'nlp', 'neural_networks', 'data_analysis', 'data_mining', 'machine_learning', 'deep_learning']",6,0.61199605
115,115,Python Developer(Data Scientist),"['java', 'r', 'python', 'it_skills', 'software_development', 'testing', 'quality_assurance', 'javascript']",1,0.77423364
116,116,Data Scientist,"['data_scientist', 'data_science', 'scipy', 'pandas', 'scikit-learn', 'numpy', 'programming', 'implementation_skills']",7,0.44308972
117,117,Data Scientist,"['algorithms', 'natural_language_processing', 'deep_learning', 'it_skills', 'java', 'python', 'data_science', 'tableau']",1,0.4508985
120,120,Data Scientist - Experienced/fresher | Kolkata,"['logistic_regression', 'mysql', 'natural_language_processing', 'time_series', 'python', 'sql', 'sql_queries', 'machine_learning']",0,0.5200995
121,121,Data Scientist,"['deep_learning', 'python', 'data_science', 'machine_learning', 'sql', 'communication_skills', 'artificial_intelligence']",6,0.56243306
122,122,Service Delivery _ OSS _ Data Scientist,"['bidding', 'data_management', 'php', 'google_adwords', 'html', 'microsoft', 'data_mining', 'statistics']",2,0.4754906
123,123,Urgent Opening For Senior Data Scientist Role (Pune),"['data_science', 'artificial_intelligence', 'machine_learning', 'it_skills', 'python', 'predictive_modeling', 'natural_language_processing']",6,0.66634566
124,124,Senior Data Scientist,"['computer_science', 'automation', 'github', 'data_science', 'machine_learning', 'venture_capital', 'programming', 'analytics']",6,0.41280675
125,125,Sr . Data Scientist / Data Scientist,"['it_skills', 'machine_learning', 'san', 'statistical_analysis', 'french', 'big_data_analytics', 'oops', 'data_structures']",4,0.3956776
126,126,Sr NLP & Text Mining Data Scientist,"['business_intelligence', 'it_skills', 'python', 'testing', 'credentialing', 'medicare', 'feedback', 'us_healthcare']",6,0.48734847
127,127,"Data Scientist/ Machine Learning, 2022 Passout Can also apply","['python', 'machine_learning', 'data_scientist', 'it_skills', 'php', 'artificial_intelligence', 'software_testing', 'freshers']",6,0.33364958
128,128,Senior Data Scientist,"['it_skills', 'python', 'data_science', 'machine_learning', 'cloud', 'devops', 'azure', 'san']",1,0.8867528
129,129,Senior Data Scientist,"['relationship_management', 'mining', 'computer_science', 'data_management', 'pharma', 'consulting', 'workflow', 'data_quality']",5,0.7445643
130,130,Data Scientist 1,"['unix', 'operations_research', 'sas', 'data_management', 'risk_analytics', 'project_management', 'data_collection', 'data_mining']",5,0.88837993
131,131,Data Scientist,"['predictive_modeling', 'business_intelligence', 'power_bi', 'business_analytics', 'sas', 'qlik_sense', 'scripting_languages', 'data_mining']",4,0.65912545
132,132,Data Scientist (Risk / Fraud Experience is must),"['pyspark', 'fraud_modelling', 'risk', 'data_scientist', 'python', 'sas', 'predictive_analytics', 'big_data']",7,0.51030606
133,133,"Specialist, Data Scientist","['training', 'advanced_analytics', 'data_science', 'programming', 'representative', 'management', 'financial_services', 'analytics']",6,0.39963707
134,134,"Data Scientist, Enablement","['data_analysis', 'production_engineering', 'machine_learning', 'salesforce.com', 'open_source', 'analytics', 'sql', 'python']",6,0.49957556
135,135,"Data Scientist, Product Analytics","['computer_science', 'product_engineering', 'data_science', 'project_management', 'consulting', 'machine_learning', 'engineering_design', 'financial_services']",5,0.48609713
136,136,Data Scientist,"['remediation', 'data_analysis', 'project_management', 'analytical', 'back_office', 'linear_regression', 'analytics', 'financial_services']",5,0.5320775
137,137,Data Scientist 1,"['computer_science', 'statistical_programming', 'data_modeling', 'analytical', 'machine_learning', 'qlikview', 'business_intelligence', 'financial_services']",5,0.58094984
138,138,Data Scientist,"['natural_language', 'hive', 'nlp', 'vision', 'hyperparameter_tuning', 'data_wrangling', 'machine_learning', 'tensorflow']",0,0.3348528
139,139,Sr. Associate - Data scientist -Affine.Ai,"['logistic_regression', 'r_programming', 'python', 'machine_learning', 'statistical_modeling', 'analytical', 'advanced_statistics', 'sql']",4,0.5184142
140,140,Sr. Associate - Data scientist -Affine.Ai,"['advanced_statistics', 'python', 'analytical', 'statistical_modeling', 'r_programming', 'machine_learning', 'logistic_regression', 'it_skills']",4,0.34485298
141,141,Junior Data Scientist,"['data_science', 'tensorflow', 'nosql', 'data_management', 'statistical_modeling', 'data_analysis', 'machine_learning', 'deep_learning']",6,0.54528284
142,142,Manager - Data Scientist - Analytics,"['data_analytics', 'data_scientist', 'machine_learning', 'data_analysis', 'python', 'sas', 'data_engineering', 'sql']",4,0.6919642
143,143,Need immediate joiners - Data Scientist,"['data_scientist', 'data_modeling', 'analytics', 'it_skills', 'cloud', 'r', 'tableau', 'machine_learning']",4,0.4629549
144,144,Lead Data Scientist - CPG/BFSI/Healthcare Domain,"['end-to-end', 'eda', 'visualizations', 'insights', 'monitoring', 'modelling', 'problem_scoping', 'r']",2,0.66424227
145,145,Data Scientist - Machine Learning,"['machine_learning', 'predictive_modeling', 'mongodb', 'spark', 'python', 'deep_learning_stack', 'nlp', 'hadoop']",7,0.38118207
146,146,Data Analyst/data Scientist - C++/c#/java,"['software_development', 'data_mining', 'machine_learning', 'java', 'c#', 'hadoop', 'communication', 'c++']",6,0.45067644
147,147,Data Analyst / Data Scientist - C++/c#/java,"['c#', 'java', 'architecting', 'c++', 'software_development', 'data_scientist', 'hadoop', 'data_analysis']",7,0.2771943
148,148,Data Analyst/ Data Scientist - C++/c#/java,"['java', 'software_development', 'machine_learning', 'c++', 'hadoop', 'data_mining', 'communication', 'algorithms']",6,0.4740176
149,149,Senior AI Scientist - SAP Procurement Data Science Team,"['python', 'it_skills', 'java', 'data_science', 'machine_learning', 'cloud', 'sap', 'procurement']",1,0.74957484
153,153,Data Scientist,"['big_data', 'machine_learning', 'python', 'it_skills', 'data_science', 'cloud', 'aws', 'azure']",1,0.8869351
154,154,Data Scientist,"['data_science', 'natural_language_processing', 'big_data', 'python', 'it_skills', 'cassandra', 'kafka', 'mongodb']",7,0.46981215
155,155,Data Scientist,"['data_science', 'python', 'opencv', 'scipy', 'nltk', 'numpy', 'tensorflow', 'pytorch']",6,0.49816582
156,156,Jr. Data Scientist,"['r', 'alteryx', 'statistics', 'sql', 'python']",4,0.81624615
157,157,Senior Data Scientist,"['data_science', 'it_skills', 'python', 'testing', 'machine_learning', 'cloud', 'aws', 'tableau']",1,0.8868966
158,158,Senior Data Scientist - Global Product Organisation.,"['advanced_analytics', 'data_science', 'machine_learning', 'python']",6,0.7718166
159,159,Data Scientist,"['tensorflow', 'python', 'caffe', 'mxnet', 'keras', 'written_communication', 'pytorch', 'agile']",6,0.7674852
160,160,Data Scientist,"['azure_machine_learning', 'pandas', 'knn', 'regression', 'azure_ml', 'matplotlib', 'data_science', 'machine_learning']",6,0.40702152
161,161,Data Scientist,"['data_scientist', 'machine_learning', 'python']",6,0.7179435
162,162,Data Scientist,"['python', 'neural_networks', 'regression_analysis', 'pytorch', 'r', 'scikit', 'bayesian_networks', 'k_-_means']",6,0.87093014
163,163,Data Scientist | Zipcar,['machine_learning'],6,0.47622076
164,164,Data Scientist,"['aws', 'lambda', 'cloud_formation', 'etl', 'r_programming', 'python', 'api_gateway', 'azure_devops']",0,0.87386805
165,165,Data Scientist: Artificial Intelligence,"['computer_science', 'enterprise_applications', 'open_source', 'analytics', 'sql', 'computer_languages', 'simulation', 'debugging']",5,0.39783603
166,166,Data Scientist,"['unix', 'vmware', 'networking', 'virtualization', 'sql', 'it_skills', 'python', 'machine_learning']",1,0.5686667
167,167,Data Scientist,"['cnn', 'deep_ai', 'python', 'keras', 'tensorflow', 'machine_learning', 'lstm', 'nlp']",6,0.87091607
168,168,Principal Data Scientist,"['it_skills', 'python', 'testing', 'cloud', 'big_data', 'aws', 'tableau', 'computer_vision']",1,0.77455676
169,169,Data Scientist/Machine Learning Specialist,"['machine_learning', 'python', 'tensorflow', 'artificial_intelligence', 'natural_language_processing', 'neural_networks']",6,0.835252
170,170,Data Scientist - Python/Machine Learning,"['python', 'r', 'statistical_analysis', 'data_analytics', 'cicd', 'net_core', 'machine_learning', 'devops']",4,0.526865
171,171,Lead Data Scientist - Deep Learning/machine Learning,"['data_management', 'cluster_analysis', 'pytorch', 'mining', 'analytical', 'r', 'theano', 'logistic_regression']",4,0.42335534
172,172,Data Scientist,"['machine_learning', 'predictive_modelling', 'it_skills', 'bayesian', 'decision_trees', 'clustering', 'statistics', 'random_forest']",1,0.47604975
173,173,Data Scientist,"['data_science', 'statistical_modeling', 'problem_solving', 'it_skills', 'strategic_thinking']",4,0.38498992
175,175,Data Scientist | Product based MNC | Pune/ Kolkata,"['deep_learning', 'python', 'machine_learning', 'written_communication', 'verbal', 'pyspark', 'it_skills', 'time_series_analysis']",6,0.6087232
176,176,Data Scientist,"['nlp', 'pyspark', 'machine_learning', 'it_skills', 'data_science', 'cloud', 'aws', 'azure']",1,0.5141153
177,177,Data Scientist,"['data_science', 'it_skills', 'machine_learning', 'quantitative_analysis', 'data_analysis', 'data_mining', 'predictive_modeling', 'statistical_modeling']",4,0.34637958
179,179,Data Scientist,"['python', 'r_program', 'data_visualization', 'data_analysis', 'analytical', 'r', 'rdbms', 'data_mining']",4,0.7652941
180,180,Data Scientist,"['machine_learning', 'it_skills', 'data_science', 'cloud', 'aws', 'azure', 'nlp', 'pyspark']",1,0.51398766
181,181,Data Scientist,"['data_analytics', 'data_science', 'r', 'data_scientist', 'predictive_modeling', 'data_management', 'data_modeling', 'machine_learning']",4,0.5397369
182,182,Virtue Analytics - Data Scientist,"['data_scientist', 'data_management', 'modeling', 'data_analytics', 'project_management', 'problem-solving', 'communication_skills']",4,0.7326575
183,183,Data Scientist,"['data_analytics', 'data_science', 'data_management', 'data_modeling', 'machine_learning', 'analytics']",4,0.6364418
185,185,Data scientists,"['product_management', 'logistic_regression', 'data_science', 'analytical', 'machine_learning', 'agile', 'mongodb', 'customer_engagement']",2,0.448192
186,186,Data Scientist,"['it_skills', 'python', 'data_science', 'cloud', 'big_data', 'aws', 'tableau', 'backend']",1,0.77931714
187,187,Data Scientist,"['it_skills', 'java', 'python', 'software_development', 'testing', 'machine_learning', 'javascript', 'text_mining']",1,0.72086084
188,188,Associate Scientist - Semantic & Data Modeling,"['process_optimization', 'data_management', 'data_modeling', 'project_management', 'analytical', 'build_management', 'risk_management', 'release_management']",5,0.50888205
189,189,Urgent Opening For Senior Data Scientist Role,"['data_science', 'artificial_intelligence', 'machine_learning', 'python', 'it_skills', 'use_cases']",1,0.56635267
190,190,Associate Scientist - Data Engineering,"['automation', 'analytical', 'machine_learning', 'assistant_vice_president_operations', 'warehouse_design', 'sql_development', 'data_warehousing', 'python']",4,0.63499475
191,191,Data Scientist (freelance),"['it_skills', 'java', 'python', 'machine_learning', 'javascript', 'data_scientist']",1,0.6164292
192,192,Data Scientist,"['image_processing', 'python', 'machine_learning', 'deep_learning']",6,0.7722737
193,193,AI Scientist - SAP Procurement Data Science Team,"['python', 'procurement', 'computer_science', 'software_design', 'sap', 'coding', 'agile', 'data_mining']",5,0.60800236
194,194,Data Scientist,"['python', 'natural_language_processing', 'machine_learning', 'it_skills', 'java', 'j2ee', 'software_development', 'testing']",1,0.72096527
195,195,Data Scientist,"['sas_model_development', 'python', 'it_skills', 'python_skills', 'sas_model']",1,0.83198166
196,196,Data Scientist,"['azure', 'it_skills', 'building_ds_solutions', 'microsoft']",0,0.55491984
197,197,Clinical Data Programming Scientist,"['edc', 'consulting', 'clinical_research', 'life_sciences', 'pharmacovigilance', 'data_validation', 'project_initiation', 'clinical_trials']",2,0.69900256
198,198,data scientist,"['excel', '524', 'power_bi', 'sql']",4,0.7818326
199,199,Data Scientist,"['python', 'c++', 'r', 'machine_learning', 'programming', 'analytical', 'c', 'analytics']",6,0.58826435
200,200,Hiring For Data Science /Scientist,"['deep_learning', 'python', 'data_science', 'sas', 'analytical', 'r', 'pyspark', 'hive']",4,0.36728266
201,201,Manager - Data Scientist - Analytics,"['sas', 'predictive_modeling', 'data_science', 'nlp', 'data_scientist', 'statistical_modeling', 'data_analytics', 'machine_learning']",6,0.5222914
202,202,Data Scientist - Financial Services,"['mysql', 'power_bi', 'tableau', 'machine_learning', 'statistics', 'analytics', 'sql', 'data_science']",4,0.58320314
