Unnamed: 0.1,Unnamed: 0,Job_Role,Skills/Description,lda_topic,lda_score
175,175,Data Scientist | Product based MNC | Pune/ Kolkata,"['deep_learning', 'python', 'machine_learning', 'written_communication', 'verbal', 'pyspark', 'it_skills', 'time_series_analysis']",6,0.6087232
180,180,Data Scientist,"['machine_learning', 'it_skills', 'data_science', 'cloud', 'aws', 'azure', 'nlp', 'pyspark']",1,0.51398766
182,182,Virtue Analytics - Data Scientist,"['data_scientist', 'data_management', 'modeling', 'data_analytics', 'project_management', 'problem-solving', 'communication_skills']",4,0.7326575
191,191,Data Scientist (freelance),"['it_skills', 'java', 'python', 'machine_learning', 'javascript', 'data_scientist']",1,0.6164292
195,195,Data Scientist,"['sas_model_development', 'python', 'it_skills', 'python_skills', 'sas_model']",1,0.83198166
198,198,data scientist,"['excel', '524', 'power_bi', 'sql']",4,0.7818326
199,199,Data Scientist,"['python', 'c++', 'r', 'machine_learning', 'programming', 'analytical', 'c', 'analytics']",6,0.58826435
200,200,Hiring For Data Science /Scientist,"['deep_learning', 'python', 'data_science', 'sas', 'analytical', 'r', 'pyspark', 'hive']",4,0.36728266
203,203,Data Scientist - Artificial Intelligence/Machine Learning,"['nosql', 'sql_server', 'lstm', 'lda', 'cassandra', 'semantic_hashing', 'mongodb', 'html_canvas']",1,0.3606047
205,205,Data Scientist,"['data_science', 'computer_science', 'machine_learning', 'natural_language_processing', 'data_mining', 'business_solutions', 'matlab', 'analytics']",6,0.56416047
207,207,Data Scientist,"['unix', 'semiconductor', 'jmp', 'analyzing_data', 'statistical_analysis', 'multivariate_analysis', 'statistical_programming', 'statistics']",7,0.33405367
208,208,Intern - Data Scientist/Programmer,"['data_structures_and_algorithm_design', 'sql_database', 'python', 'tensor_flow', 'open_cv', 'it_skills', 'springboot_java', 'angular_js']",4,0.738708
209,209,Scientist- Data Engineering,"['automation', 'data_science', 'information_security', 'finance', 'machine_learning', 'open_source', 'virtualization', 'sql']",5,0.5691288
210,210,Data Scientist,"['data_science', 'machine_learning', 'python']",6,0.7169786
216,216,Data Science - Senior Data Scientist,"['data_science', 'business_intelligence', 'r', 'data_scientist', 'c_+_+', 'hadoop', 'data_mining', 'data_visualization']",4,0.3934918
226,226,Senior Data Scientist,"['bidding', 'google_analytics', 'data_management', 'social_networking', 'google_adwords', 'php', 'html', 'http']",2,0.46583483
229,229,Senior Staff Data Scientist,"['product_management', 'publishing', 'simulation', 'machine_learning', 'scala', 'open_source', 'sql', 'python']",5,0.32921588
231,231,Senior - Data Scientist,"['computer_science', 'mobile_technology', 'network_design', 'data_modeling', 'mysql', 'consulting', 'machine_learning', 'data_mining']",2,0.53863794
232,232,Sr. Data Scientist,"['computer_science', 'customer_acquisition', 'business_analytics', 'analytical', 'consulting', 'customer_retention', 'informatica', 'operations']",5,0.8894533
236,236,GAMMA Lead Data Scientist,"['data_analysis', 'operations_research', 'data_science', 'data_management', 'business_analytics', 'consulting', 'management_consulting', 'business_strategy']",5,0.6730294
237,237,Lead Data Scientist,"['advanced_analytics', 'spark', 'machine_learning', 'power_bi', 'data_analytics', 'data_visualization', 'predictive_analytics', 'business_operations']",4,0.5476941
239,239,Lead Data Scientist,"['data_science', 'machine_learning', 'consulting', 'manager_technology', 'mentor', 'deployment', 'investment_banking', 'research']",2,0.5264254
241,241,Lead Data Scientist,"['it_services', 'computer_science', 'nosql', 'machine_learning', 'schema', 'signal_processing', 'natural_language_processing', 'customer_engagement']",6,0.44925478
243,243,Senior Data Scientist,"['product_engineering', 'talent_acquisition', 'neural_networks', 'spark', 'analytical', 'machine_learning', 'open_source', 'sql']",6,0.33598673
249,249,Data Scientist / Analyst,"['data_analytics', 'power_-_bi', 'data_science', 'big_data_technologies', 'communication', 'sql', 'python', 'git']",6,0.36712298
254,254,"MNC Hiring For "" Data Scientist & cloud "" - Gurgaon & Chennai","['machine_learning', 'cloud', 'python', 'predictive_modelling', 'logistic_regression', 'factor_analysis', 'regression_analysis', 'market_scenerio']",6,0.5903798
256,256,Data Scientist,"['data_analysis', 'data_science', 'machine_learning', 'artificial_intelligence', 'text_analytics', 'java', 'deep_learning', 'python']",6,0.59125644
263,263,Data Scientist (freelance),['data_scientist'],6,0.47895232
264,264,Data Scientist (freelance),['data_scientist'],6,0.47895434
265,265,Data Scientist,"['data_science', 'python', 'sql', 'hadoop']",7,0.54386824
267,267,Data Scientist,"['data_science', 'python', 'it_skills', 'aws', 'nlp', 'linux', 'natural_language_processing', 'machine_learning']",6,0.44000873
270,270,Data Scientist,"['python', 'alteryx', 'machine_learning', 'tableau', 'artificial_intelligence', 'sas', 'communication', 'postgres']",4,0.45093438
273,273,Data Scientist,"['administration', 'content_management', 'metadata', 'advanced_excel', 'subject_matter_expert', 'research', 'customer_experience', 'analytics']",5,0.47401705
277,277,ASSOCIATE DATA SCIENTIST,"['text_mining', 'ms_sql', 'statistical_analysis', 'mysql', 'machine_learning', 'oracle', 'data_mining', 'big_data']",1,0.280511
283,283,Senior Data Scientist,"['data_science', 'nlp', 'data_scientist', 'data_structures', 'computer_science', 'operations_research', 'information_retrieval', 'computer_vision']",6,0.86993456
286,286,Senior Data Scientist,"['java', 'scala', 'python', 'hadoop', 'machine_learning', 'sagemaker', 'data_science', 'r']",6,0.31790015
292,292,Senior Data Scientist ( m / f / d ),"['team_management', 'education', 'data_scientist', 'data_analysis', 'predictive_modelling', 'machine_-_learning', 'hr', 'statistics']",6,0.6559533
294,294,Senior Data Scientist,"['deep_learning', 'algorithms', 'python', 'data_science', 'data_mining', 'neural_networks', 'time_series', 'statistics']",6,0.7436653
299,299,Senior Data Scientist,"['it_skills', 'python', 'data_science', 'machine_learning', 'artificial_intelligence', 'cloud', 'text_mining', 'cloud_computing']",1,0.51849484
300,300,Senior Data Scientist II ( SSE - 2 ),"['nosql', 'coding', 'django', 'machine_learning', 'system_design', 'project_planning', 'test_driven_development', 'scope_management']",2,0.51346165
301,301,Senior Data Scientist I ( SSE - 1 ),"['nosql', 'coding', 'django', 'machine_learning', 'system_design', 'project_planning', 'test_driven_development', 'scope_management']",2,0.5134597
303,303,Early Engagement - Senior Data Scientist,"['mining', 'computer_science', 'computer_vision', 'root_cause_analysis', 'time_series_analysis', 'tps', 'artificial_intelligence', 'agile']",5,0.53801465
304,304,Senior Data Scientist I,"['operations_research', 'networking', 'data_science', 'analytical', 'sql', 'python', 'logistics']",6,0.4211664
305,305,Senior Data Scientist/Senior Data Scientist,"['product_management', 'computer_science', 'analytical', 'olap', 'scrum', 'oltp', 'financial_services', 'sql']",5,0.66261756
306,306,Senior Data scientist,"['bpo', 'data_analysis', 'machine_learning', 'deployment', 'testing']",1,0.4129578
313,313,Sr. Associate Consultant Data Scientist,"['r', 'data_scientist', 'natural_language_processing', 'computer_science', 'data_mining', 'data_visualization', 'statistics', 'python']",6,0.61938274
317,317,Data Analyst / Data Scientist - Pune (Immediate Joiners Required),"['data_scientist', 'data_engineer', 'data_analyst', 'power_bi', 'tableau', 'data_mining', 'azure', 'gcp']",4,0.5577822
318,318,Hiring For Data Analyst and Data Scientist For Gurgaon Location,"['machine_learning', 'data_science', 'data_scientist', 'data_analytics', 'python', 'text_analytics', 'data_mining', 'data_extraction']",6,0.5189828
319,319,Senior Data Scientist - AI Research,"['it_skills', 'python', 'data_science', 'machine_learning', 'artificial_intelligence', 'computer_science', 'neural_networks', 'data_structures']",6,0.6702815
323,323,Data Scientist || Software Company || Immediate Joiners To max 30 Days,"['convex_optimization', 'analysis', 'naive_bayes', 'analytical', 'logistic_regression', 'rest', 'communication', 'predictive_modelling']",6,0.47480837
326,326,"Data Scientist- python/SQL - office job HSR Layout, Bangalore","['data_scientist', 'python', 'sql', 'it_skills', 'machine_learning', 'data_science', 'deep_learning']",6,0.5227247
327,327,Data Scientist,"['machine_learning', 'deep_learning', 'python', 'data_science', 'r', 'algorithms', 'svm', 'weka']",6,0.761865
328,328,Job Opening For Data Scientist - Rapid Miner,"['data_science', 'rapid_miner', 'python', 'sas', 'r', 'sql', 'rapidminer', 'microservices']",1,0.5170465
333,333,Data Scientist (Python),"['data_science', 'python_development', 'insight_generation', 'data_analysis', 'python', 'machine_learning', 'data_mining', 'web_development']",1,0.4048195
335,335,Data Scientist: Advanced Analytics,"['training', 'advanced_analytics', 'interpersonal_skills', 'data_science', 'circuit_designing', 'consulting', 'machine_learning', 'open_source']",6,0.47706288
343,343,Principal Data Scientist,"['deep_learning', 'statistical_modeling', 'data_science', 'web_analytics', 'neural_networks', 'machine_learning', 'big_data', 'principal']",6,0.48434246
347,347,Data Scientist,"['arimax', 'data_science', 'java', 'r', 'business_intelligence_reporting', 'business_analytics', 'sql_server', 'tableau']",4,0.6316108
348,348,Data Scientist: Artificial Intelligence,"['it_skills', 'java', 'python', 'artificial_intelligence', 'big_data', 'power_bi', 'automation', 'interpersonal_skills']",1,0.7260089
349,349,Data Scientist,"['health_insurance', 'data_analysis', 'statistical_modeling', 'data_science', 'machine_learning', 'scala', 'programming', 'information_retrieval']",6,0.4898337
351,351,Data Scientist,"['computer_science', 'data_science', 'analytical', 'machine_learning', 'agile', 'healthcare', 'data_mining', 'principal']",2,0.4653224
354,354,Data Scientist II- Merchandise & Discovery,"['industry_research', 'deep_learning', 'information_retrieval', 'customer_experience', 'scientist_ii', 'big_data', 'sdlc', 'sql']",6,0.5488369
355,355,Principal Data Scientist,"['hadoop', 'machine_learning', 'deep_learning', 's3', 'hive', 'r', 'data_scientist', 'big_data_tech_stacks']",6,0.5480341
356,356,Staff Data Scientist,"['it_skills', 'python', 'data_science', 'machine_learning', 'big_data', 'supply_chain', 'computer_science', 'data_analysis']",1,0.6378029
357,357,"Staff Data Scientist, Personalization","['it_skills', 'python', 'testing', 'data_science', 'machine_learning', 'big_data', 'computer_science', 'text_mining']",1,0.5961817
359,359,Data Scientist - AI Flagship,"['data_science', 'hive', 'data_scientist', 'hadoop', 'sql_server', 'big_data', 'spark', 'machine_learning']",7,0.55168676
361,361,Data Scientist: Artificial Intelligence,"['data_migration', 'maximo', 'enterprise_applications', 'artificial_intelligence', 'open_source', 'maximo_data_model', 'maximo_data_migration', 'maximo_implementation']",4,0.4447869
369,369,Data Scientist,"['product_development', 'algorithms', 'algebra', 'data_scientist', 'problem_solving', 'statistics']",4,0.53384906
371,371,Data Scientist,"['data_science', 'hive', 'financial_services', 'analytical_skills', 'scala', 'big_data', 'change_delivery', 'data_analytics']",5,0.45899314
373,373,Data Scientist I,"['computer_science', 'operations_research', 'artificial_intelligence', 'machine_learning', 'vice_president', 'programming', 'mathematics', 'business_intelligence']",5,0.50219303
378,378,Data Scientist,"['machine_learning', 'statistics', 'data_science', 'data_analytics', 'python', 'predictive_modeling', 'statistic_modelling', 'logistic_regression']",6,0.49779385
380,380,ML Engineer/ Data Scientist Lead En...,"['training', 'deployment', 'data_quality', 'hardware', 'management', 'supervision']",6,0.52227235
384,384,Senior Data Scientist,"['saas_deployment', 'keras', 'agile', 'analytical', 'predictive_modeling', 'data_integration', 'r', 'python']",6,0.3878206
391,391,Senior Data Scientist,"['it_skills', 'python', 'data_science', 'big_data', 'sas', 'consulting', 'presales', 'model_development']",1,0.507607
392,392,Senior Data Scientist,"['computer_science', 'bfsi', 'consulting', 'machine_learning', 'asset_management', 'outsourcing', 'business_intelligence', 'data_mining']",5,0.5748456
393,393,Senior Data Scientist,"['it_skills', 'python', 'data_science', 'big_data', 'sas', 'consulting', 'presales', 'stores']",1,0.6717603
395,395,"Senior Data Scientist, NLP","['artificial_intelligence', 'diversity_and_inclusion', 'machine_learning', 'legal', 'natural_language_processing', 'research', 'taxation', 'management']",2,0.54759467
396,396,Senior Data Scientist reqd For a top notch AI Product Co!(Perm Remote),"['cnn', 'rnn', 'data_visualization', 'machine_learning', 'deep_learning', 'python']",6,0.6758215
399,399,Senior data scientist,"['python', 'data_structures', 'r', 'it_skills', 'data_science', 'algorithms', 'data_scientist']",6,0.68590134
402,402,Senior Data Scientist,"['data_science', 'r', 'financial_services', 'customer_experience', 'data_scientist', 'neural_networks', 'data_visualization', 'machine_learning']",6,0.6128375
413,413,Sr. Data Scientist,"['time_management', 'oral', 'machine_learning', 'data_mining', 'written_communication', 'sas_eminer', 'spss_modeller', 'sas']",1,0.37077934
415,415,Senior Data Scientist,"['d3_js', 'spark', 'mongodb', 'tableau', 'tensorflow', 'predictive_analytics', 'machine_learning', 'data_analysis']",4,0.45379567
418,418,Sr Data Scientist,"['it_skills', 'machine_learning', 'computer_science', 'computer_vision', 'deep_learning', 'data_analysis', 'neural_networks', 'presales']",6,0.4777869
419,419,Senior AI Data Scientist,"['artificial_intelligence', 'analytics']",4,0.3390896
421,421,Data Scientist - Immediate Joiners,"['data_science', 'machine_learning', 'naive_bayes', 'knn', 'text_mining', 'cnn', 'python', 'nlp']",6,0.8708572
424,424,Job | Data Scientist Opportunity with PayU,"['python', 'sql']",4,0.6415361
425,425,Data Scientist,"['computer_science', 'data_cleansing', 'statistical_modeling', 'data_science', 'analytical', 'machine_learning', 'programming', 'data_mining']",6,0.5651358
434,434,Principal Data Scientist,"['computer_science', 'display_advertising', 'machine_learning', 'data_processing', 'telecommunication', 'research', 'data_mining', 'econometrics']",2,0.433367
440,440,Data Scientist,"['procurement', 'microstrategy', 'data_analysis', 'data_science', 'travel_management', 'machine_learning', 'data_visualization', 'business_intelligence']",4,0.40607888
442,442,Data Scientist,"['it_skills', 'data_science', 'power_bi', 'azure', 'business_process', 'it_services', 'automation', 'operations_research']",1,0.5620157
451,451,Lead Data Scientist,"['supply_chain', 'computer_science', 'machine_learning', 'customer_service', 'data_mining', 'forecasting', 'analytics', 'sql']",5,0.67725235
453,453,Lead Data Scientist,"['pytorch', 'object_detection', 'opencv', 'data_scientist', 'computer_science', 'neural_networks', 'data_collection', 'computer_vision']",6,0.73725194
454,454,Lead Data Scientist,"['data_science', 'predictive_modeling', 'r', 'nlp', 'big_data', 'data_analysis', 'data_analytics', 'computer_vision']",6,0.4073783
455,455,Lead Data Scientist,"['it_skills', 'python', 'machine_learning', 'big_data', 'tableau', 'computer_science', 'computer_vision', 'data_modeling']",1,0.47049156
458,458,Senior Data Scientist,"['it_skills', 'python', 'data_science', 'machine_learning', 'cloud', 'data_scientist', 'customer_segmentation', 'advanced_analytics']",6,0.57078356
459,459,Senior Data Scientist- Noida Location,"['tensorflow', 'python_libraries', 'neural_networks', 'communication', 'learning', 'python', 'keras', 'content_analytics']",6,0.8708595
462,462,Senior Python Developer / Data Scientist,['python_developer'],1,0.54187375
463,463,Senior Manager Data Scientist,"['team_handling', 'data_analytics', 'data_science', 'data_mining']",4,0.5918239
466,466,Trainee Data Scientists,"['analytical', 'python', 'analytical_skills', 'cloud', 'mechanical', 'programming']",6,0.3349042
467,467,Lead Machine Learning Engineer/ Data Scientist,"['data_science', 'nlp', 'logistic_regression', 'data_scientist', 'big_data', 'machine_learning', 'deep_learning', 'scikit_-_learn']",6,0.7563318
468,468,Senior Data Scientist/Data Scientist - Research/Analytics/Consulting,"['big_data_frameworks', 'research', 'analytics', 'scala', 'natural_language_processing', 'big_data', 'machine_learning', 'statistics']",6,0.42239568
470,470,Senior Data Scientist,"['git', 'aws', 'python', 'speech_recognition', 'nlp', 'power_bi', 'tensor_flow', 'machine_learning']",6,0.34067133
472,472,Assistant Manager / Manager / Senior Manager - Data Scientist,"['nlp', 'machine_learning', 'python', 'pytorch', 'r', 'sas', 'data_scientist', 'spark']",6,0.5778509
473,473,Data Scientist/Senior Data Scientist - Python,"['r', 'sql', 'python', 'data_science', 'power_bi', 'marketing_automation', 'data_scientist', 'statistical_modeling']",4,0.87551415
477,477,Senior/Lead Data Scientist - Machine Learning/Deep Learning,"['visualization', 'exploratory_testing', 'machine_learning', 'phd', 'deep_learning', '.', 'data_structure', 'nlp']",1,0.47410434
478,478,Data Scientist,"['it_skills', 'python', 'data_science', 'machine_learning', 'analytics']",1,0.42916864
481,481,Data scientist,"['object_-_oriented_programming', 'git', 'oop', 'unit_testing', 'pyspark', 'written_communication', 'sql', 'python']",0,0.8740712
485,485,Principal Data Scientist,"['supply_chain', 'computer_science', 'career_development', 'statistical_modeling', 'prototype', 'machine_learning', 'open_source', 'data_mining']",6,0.5225068
486,486,Data Scientist,"['unstructured_data', 'nlp', 'data_scientist', 'data_visualization', 'keras', 'computer_vision', 'deep_learning', 'python']",6,0.7501228
487,487,Hiring For Data Scientist + Python/R+ Predictive Modeling,"['predictive_modeling', 'r', 'python', 'statistical_analysis', 'predictive_analytics', 'time_series', 'random_forest']",4,0.5621524
488,488,Data Scientist: Advanced Analytics,"['training', 'advanced_analytics', 'interpersonal_skills', 'data_science', 'circuit_designing', 'consulting', 'machine_learning', 'open_source']",6,0.47696424
496,496,Specialist - Data Scientist,"['data_science', 'scipy', 'unit_testing', 'presentation_skills', 'matlab', 'sql', 'gis', 'coding']",3,0.3615675
499,499,"Immediate Hiring For DATA Scientist @ HCL, Chennai","['tensorflow', 'deep_learning', 'python', 'semiconductor', 'data_scientist', 'it_skills', 'machine_learning', 'artificial_intelligence']",6,0.5980904
500,500,Data Scientist -Machine Learning with Python,"['algorithms', 'python', 'nlp', 'random_forest', 'machine_learning', 'predictive_modeling', 'statistical_modling', 'data_scientist']",6,0.72993904
