Unnamed: 0.1,Unnamed: 0,Job_Role,Skills/Description,lda_topic,lda_score
4419,4419,Senior Data Systems Specialist,"['data_analytics', 'data_systems_specialist', 'dba', 'microsoft_power_bi_platform', 'big_data', 'data_lake', 'data_base_administration']",7,0.60302824
8703,8703,Advisory Services Analyst,"['sdlc', 'it_skills', 'python', 'project_management', 'tableau', 'bpo', 'project_management', 'r']",1,0.5659794
10517,10517,Senior Software Engineer - Machine Learning,"['computer_science', 'data_analysis', 'international_travel', 'machine_learning', 'data_structures', 'silicon', 'mathematics', 'microsoft']",5,0.5437678
4792,4792,Data Engineer - ETL/Python/Airflow,"['airflow', 'etl', 'python', 'it_skills', 'testing', 'cloud', 'apache_airflow', 'bigquery']",0,0.49794158
6718,6718,Data Annotator Intern,"['data_science', 'team_lead', 'excel', 'banking', 'problem_solving', 'payments', 'leadership_skills']",3,0.49411973
177,177,Data Scientist,"['data_science', 'it_skills', 'machine_learning', 'quantitative_analysis', 'data_analysis', 'data_mining', 'predictive_modeling', 'statistical_modeling']",4,0.34637958
11957,11957,Azure DevOps Engineer,"['c++', 'automation', 'linux', 'lan', 'active_directory', 'agile', 'windows', 'troubleshooting']",2,0.49565953
4959,4959,Data Engineer,"['computer_science', 'service_delivery', 'rdbms', 'cloud', 'olap', 'performance_optimization', 'deployment', 'big_data']",1,0.33459485
1582,1582,Analyst - Content and Data Management,"['content', 'data_management', 'written', 'excel', 'communication', 'quality_check', 'content_writing']",3,0.6167326
6735,6735,Manager - Data Analytics,"['analytics', 'development', 'assets', 'pre_sales', 'forecasting', 'ip', 'asset_management', 'handling']",2,0.71882
8977,8977,Analyst-Supply chain planning,"['publishing', 'consulting', 'microsoft', 'content_management', 'visual_basic', 'supply_chain_planning', 'master_data_management', 'management']",5,0.6689937
9584,9584,Analyst - Analytics Innovation Specialist,"['spss', 'visualization', 'pl/sql', 'r', 'scala', 'hadoop', 'analytics_studio', 'ml_analytics']",6,0.3928721
5585,5585,Data Engineer (Azure),"['azure_data_factory', 'azure_databricks', 'data_warehousing', 'sql', 'azure_sql_warehouse', 'azure_analysis_services', 'spark', 'adf']",7,0.47548932
5190,5190,Data Architect ( GCP / AWS ),"['rdbms', 'data_security', 'risk_analytics', 'data_quality', 'gaming', 'financial_services', 'sql', 'python']",5,0.46860644
10066,10066,Business Intelligence (BI) Analyst,"['software_installation', 'linux', 'networking', 'bi_analyst', 'hadoop', 'manager_technology', 'business_intelligence', 'troubleshooting']",5,0.59383786
9348,9348,Senior Technical Recruiter,"['backend', 'github', 'front_end', 'data_science', 'devops', 'manager_technology', 'e-commerce', 'analytics']",2,0.3686771
2145,2145,Data Operations Analyst II,"['sql', 'reference_data', 'snowflake', 'master_data_management', 'big_data', 'data_analysis', 'data_operations', 'aws']",1,0.4435992
11691,11691,Benovymed Healthcare-AVP/Director/Regional Manager-Business Operations,"['business_management', 'sales', 'mental_health', 'diabetes', 'cancer_diseases', 'heart_disease', 'marketing', 'copd']",4,0.7253474
9067,9067,Apache Spark Application Developer,"['business_process', 'spark', 'consulting', 'software_quality', 'continuous_improvement', 'professional_services', 'management']",5,0.6347408
3984,3984,Senior Associate - Data Engineer,"['spark', 'kafka', 'aws', 'tfs', 'azure_dev_ops', 'python', 'sql', 'gitlab']",7,0.5414021
6478,6478,Data Engineer - Visualization/Reporting Tools,"['qlikview', 'tableau', 'gcp', 'hadoop', 'hive', 'data_visualization', 'engineering', 'oozie']",4,0.48173216
9267,9267,Senior Analyst,"['spss', 'market_research', 'data_processing', 'ux_research', 'competitive_intelligence', 'research_analysis', 'powerpoint', 'insight_generation']",5,0.4545621
3257,3257,Data Engineering Application Developer,"['redshift', 's3', 'micro_-_batches', 'aws_services', 'data_ingestion_patterns', 'communication', 'analytical', 'aws_redshift']",3,0.71173227
9579,9579,Associate Software Engineering Manager,"['java', 'it_skills', 'j2ee', 'software_development', 'testing', 'oracle', 'jenkins', 'maven']",1,0.8867411
3293,3293,Data Engineer(Core Java 8 + Any Cloud Platform),"['python', 'java', 'google', 'hibernate', 'web_services', 'gcp_cloud', 'spring', 'cloud']",1,0.26164827
1691,1691,Senior Analyst-Data Science,"['consulting', 'data_mining', 'analytics', 'publishing', 'excel', 'architecture', 'data_science', 'machine_learning']",5,0.65011483
9431,9431,Ld. Prod Svcs App Sup Anlyst,['ld._prod_svcs_app_sup_anlyst'],5,0.20809598
11524,11524,Manager - Decision Sciences,"['supply_chain', 'content_strategy', 'product_engineering', 'tableau', 'analytical', 'power_bi', 'e-commerce', 'data_visualization']",4,0.5551938
9411,9411,Collections Analyst,"['customer_service_representative', 'analyst', 'claims', 'medical_billing', 'client_servicing', 'pharmacy', 'billing', 'data_collection']",5,0.6744417
10851,10851,Quality Analyst,"['computer_science', 'automation', 'manual_testing', 'manager_quality_assurance', 'test_scripts', 'qa_lead', 'test_planning', 'regression_testing']",2,0.7667276
2814,2814,Senior Data Governance Engineer,"['computer_science', 'metadata', 'hp_data_protector', 'data_modeling', 'data_security', 'analytical', 'data_quality', 'analytics']",5,0.4126654
11929,11929,"Innovation Engineer, People Analytics","['people_analytics', 'c#', 'css', 'azure_data_warehouse', 'power_bi', 'microsoft_sql_server', 'html', 'microsoft_visual_studio']",1,0.36572483
9405,9405,Product Analyst,"['computer_science', 'product_analyst', 'sql_queries', 'data_analysis', 'usage', 'analytical', 'intellectual_property', 'statistics']",5,0.7689539
666,666,Data Scientist - Process Data Modelling,"['data_modelling', 'git', 'statistical_modeling', 'multivariate_analysis', 'r', 'advanced_analytics', 'time_series', 'machine_learning']",4,0.4070292
10310,10310,DevOps Engineer,"['automation', 'data_analysis', 'linux', 'coding', 'shell_scripting', 'workflow', 'investment_banking', 'troubleshooting']",2,0.6362574
2865,2865,Azure Data Engineer,"['it_skills', 'python', 'machine_learning', 'cloud', 'devops', 'big_data', 'power_bi', 'data_analysis']",1,0.71953344
439,439,Data Scientist 1,"['prototype', 'credit_risk', 'scientist_1', 'management', 'risk_management', 'data_mining', 'financial_services', 'quantitative_analysis']",5,0.54033965
10987,10987,Market Research Analyst Information,"['industry_research', 'data_analysis', 'sales', 'business_research', 'analytical', 'consulting', 'marketing_research_analyst', 'market_research_analyst']",5,0.40796146
2922,2922,"Lead Analyst, Data Management and Quant Analysis","['metrics_reporting', 'dashboards', 'scorecard', 'data_analytics', 'mis_reporting', 'banking', 'investment_management', 'finance']",4,0.44380996
5666,5666,Technical Architect- Data Engineering,"['databricks', 'azure_data_factory', 'data_migration', 'azure_databricks']",7,0.5912492
5255,5255,Big Data Engineer - Data Structure/Algorithm,"['it_skills', 'java', 'python', 'big_data', 'multithreading', 'scala', 'spark', 'performance_tuning']",7,0.4896846
9722,9722,TMA_Lead analyst,"['supply_chain', 'automation', 'project_management', 'analytical', 'financial_planning', 'data_collection', 'corporate_finance', 'business_intelligence']",5,0.8893303
8023,8023,IT Analyst,"['sap', 'business_intelligence', 'business_enhancement', 'use_cases', 'testing', 'data_collection', 'new_business']",5,0.6152071
7422,7422,Research Scientist - IPR & Portfolio Management,"['patent_drafting', 'patent_analysis', 'fto', 'patents', 'ims_data', 'product_portfolio', 'patent_litigation', 'patent_landscaping']",5,0.8894905
4890,4890,Visualization and Data Engineer,"['advanced_analytics', 'data_analysis', 'tableau', 'operations', 'data_management', 'business_analyst', 'data_modeling', 'analytical']",5,0.57375973
4323,4323,FMA Data Engineer,"['lambda', 's3', 'perl', 'css', 'jquery', 'etl', 'nosql', 'schema']",2,0.40833375
8410,8410,BI Reporting Analyst,"['computer_science', 'mis_reporting', 'digital_analytics', 'adobe_analytics', 'business_reporting', 'data_analytics', 'qlikview', 'operations']",5,0.4809027
6945,6945,Data Engineer Spark - Java/Python/Scala/Kafka Streaming,"['msk', 'efs', 'spark', 'scala', 'java', 'emr', 'etl_aws_cloud', 'aurora_mysql']",7,0.7666733
5173,5173,Data Analyst,"['power_bi', 'data_manipulation', 'data_visualization', 'sql', 'sql_data', 'it_skills', 'ssrs_report_writer', 'data_management']",4,0.7651093
2753,2753,Senior Data Test Engineer,"['bi_testing', 'data_warehouse_testing', 'automation_testing', 'agile', 'powershell', 'data_profiling', 'microsoft_excel', 'tableau']",0,0.4433315
7724,7724,Big Data Developer,"['hadoop', 'big_data', 'communication', 'kafka', 'spark', 'python', 'written', 'sqoop']",7,0.7477523
5296,5296,Hiring For Data Engineer with leading Shipping company,"['s3', 'panda', 'boto3', 'django', 'tableau', 'numpy', 'flask', 'aws']",0,0.44353667
5127,5127,Analyst - Operation - Algorithm & Investment Management - Data Center,"['it_skills', 'testing', 'project_management', 'bpo', 'project_management', 'capacity_planning', 'linux', 'disaster_recovery']",1,0.5550674
447,447,Digital - Associate Program Manager - Data Scientist APGM,"['r', 'tableau', 'python', 'it_skills', 'data_science', 'project_management', 'bpo', 'project_management']",1,0.69261765
2607,2607,Senior Data Analyst - Workforce Management Planning,"['analyst', 'data_analysis', 'workforce_management', 'staffing', 'process_improvement', 'manager_technology', 'scheduling', 'data_analyst']",5,0.7820733
1789,1789,Senior Data Analysts,"['technical_product_configuration', 'c++', 'c', 'design', 'mysql', 'javascript', 'integration_php', 'html']",6,0.49476212
4557,4557,Business Analyst Career Big Data Analysis,"['it_skills', 'software_development', 'testing', 'big_data', 'copyright', 'data_analysis', 'change_management', 'business_analyst']",1,0.57448506
10662,10662,Analytics & Insight Analyst : CSA,"['outbound', 'san', 'excel', 'analytical', 'customer_support', 'data_quality', 'business_intelligence', 'continuous_improvement']",5,0.5479883
6420,6420,Data Engineer,"['data_engineer', 'it_skills', 'python', 'testing', 'data_science', 'cloud', 'azure', 'hive']",1,0.6561421
4944,4944,Data Engineer,"['unix', 'c++', 'testing_tools', 'coding', 'cms', 'data_structures', 'perl', 'windows']",2,0.8811071
11592,11592,Apache Kafka,"['cdc_ingestion', 'apache_kafka', 'dataflow', 'git', 'kafka', 'cdc', 'written', 'verbal']",3,0.3283406
4159,4159,Senior Data Engineer,"['python', 'spark', 'snowflake_/_redshift', 'snowflake', 'java', 'software_development', 'data_modeling', 'redshift_aws']",0,0.38134184
5202,5202,Big Data Developer,"['c++', 'coding', 'analytical', 'diversity_and_inclusion', 'hadoop', 'agile_methodology', 'business_intelligence', 'big_data']",2,0.36893827
3742,3742,Senior Technical Lead (Data Engineer),"['it_skills', 'java', 'python', 'testing', 'cloud', 'devops', 'performance_testing', 'san']",1,0.73924035
7014,7014,Big Data Developers,"['spark', 'scala', 'jar_file_creations', 'ci_/_cd', 'agile_methodology', 'kafka_broker', 'written', 'integration']",7,0.76712185
6361,6361,SAP MDM (Master Data Management) Data Analyst,"['data_analysis', 'sap_mdm', 'sap_erp_implementation', 'sap_implementation', 'master_data_management', 'sap_ecc', 'mdm', 'sap_hana']",3,0.4714292
5542,5542,Software Engineer - Data Tools - C/ C++/ Python/ ETL,"['c++', 'c', 'python', 'it_skills', 'software_development', 'testing', 'machine_learning', 'javascript']",1,0.88653934
4451,4451,Data Analyst,"['quantitative_analysis', 'microsoft_excel', 'data_mining', 'modelling', 'written_communication', 'trend_analysis', 'mysql', 'ms_sql']",2,0.42481652
2257,2257,Hiring For Big Data Engineer,"['hive', 'python', 'spark', 'migration', 'ansi', 'hdfs', 'mapr', 'pig']",1,0.53690827
4611,4611,ILM Data Management Analyst,"['computer_science', 'manager_quality_assurance', 'litigation_support', 'data_management_analyst', 'document_management', 'troubleshooting', 'continuous_improvement', 'monitoring']",5,0.56374145
1752,1752,Sr . Data Engineer,"['hibernate', 'jquery', 'db2', 'rdbms', 'xml', 'javascript', 'html', 'mvc']",2,0.88120836
7644,7644,Head of Data Science,"['data_science', 'pyspark_sql', 'sql', 'algorithms', 'risk_assessment', 'big_data', 'machine_learning', 'python']",6,0.6230692
1522,1522,Senior Analyst-Finance Data Maintenance,"['it_skills', 'cloud', 'analyst', 'content_management', 'publishing', 'master_data_management', 'consulting', 'financial_planning']",5,0.56685406
9797,9797,Apache Spark Application Developer,"['unix', 'business_process', 'coding', 'consulting', 'python', 'ses', 'aws', 'rds']",1,0.3086529
8781,8781,Senior Business Analyst/Assistant Manager - SAS Model Validation,"['sas_model_validation', 'base_sas', 'data_mining', 'team_management', 'logistic_regression', 'segmentation', 'credit_card_analytics', 'problem_solving']",1,0.5380224
1544,1544,"Senior Data Analyst - Python, SQL","['python', 'analytics', 'data_science', 'data_analysis', 'data_analyst', 'sql']",4,0.8395039
891,891,Data Scientist (Experienced),"['it_skills', 'testing', 'data_science', 'machine_learning', 'big_data', 'aws', 'tableau', 'data_modeling']",1,0.7034265
2216,2216,Senior Data Engineer/Senior Data Engineer,"['performance_tuning', 'odbc', 'data_science', 'gcp', 'scala', 'troubleshooting', 'sql', 'python']",7,0.749222
11690,11690,Databricks,"['spark', 'python', 'gitlab', 'databricks', 'pyspark', 'aws', 'ci_cd', 'it_skills']",7,0.6856493
7798,7798,Principal Scientist-Bioinformatics/Computational Biology/Lead Generate,"['computational_biology', 'protein_bioinformatics', 'multi-omics_data_processing', 'bioinformatics', 'data_sciences', 'metagenomics', 'epigenomics', 'high_throughput_computational_screening']",2,0.7740552
11889,11889,DevOps Engineer,"['customer_acquisition', 'spring_boot', 'cloud', 'agile', 'infrastructure', 'application_development', 'operations', 'analytics']",5,0.34650803
9370,9370,Analyst,"['analytical_skills', 'analyst', 'financial_markets', 'data_science', 'project_management', 'data_analytics', 'research', 'research_analyst']",5,0.460078
1863,1863,Lead Data Engineer,"['core_java', 'data_pipeline', 'scala', 'data_structures', 'hadoop', 'big_data', 'spark', 'object_oriented_programming']",7,0.6393752
4215,4215,Senior Data Engineer,"['data_science', 'data_pipeline', 'big_data', 'data_engineer', 'data_mining', 'spark', 'data_architecture', 'data_analytics']",4,0.4445884
8732,8732,Lead Software Engineer,"['python', 'software_development_methodologies', 'sql_database']",4,0.38213542
6953,6953,Data Engineer,"['it_skills', 'python', 'spark', 'scala']",7,0.48824784
